cik,as_of,label,days_to_event,signal,confidence,risk_score,risk_probability,steps,terminated_because,verification_passed,tools_called,baseline_seen,rationale,residual,evidence
1539838,2024-10-01,0,,healthy,1.0,2.0,0.02,8,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_metric,0,"The company exhibits strong financial health across multiple dimensions. The Ohlson O-Score is deeply negative, indicating very low distress risk. Interest coverage is exceptionally high, and the return on assets is positive. There are no auditor going-concern warnings, no material weaknesses, and no credit-related 8-K filings. While the quick ratio is slightly below 1.0, the overall solvency and profitability profile suggest a very low probability of bankruptcy within the next 12 months.",,ohlson_o_score=-9.7036 | interest_coverage=26.1143 | liabilities_to_assets=0.399 | return_on_assets=0.1084 | quick_ratio=0.7391
1580864,2024-10-01,1,43,severe_risk,0.9,85.0,0.85,10,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_metric|get_trend|get_trend|get_trend,0,"The company exhibits multiple severe distress signals. Qualitatively, it has received two delisting notices and changed its certifying accountant within the last 18 months. Quantitatively, its liquidity has crashed (quick ratio 2.15 to 0.92), its leverage has surged (liabilities to assets 0.61 to 0.91), and it has zero interest coverage, meaning it cannot service its debt from operations. While the latest 10-Q does not contain a going concern doubt, the combination of financial deterioration and regulatory warnings indicates a very high probability of bankruptcy or severe restructuring.",,quick_ratio=0.92 | liabilities_to_assets=0.91 | interest_coverage=0.0 | return_on_assets=-0.247
1584754,2024-10-01,1,76,severe_risk,1.0,98.0,0.98,10,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|get_trend|check_going_concern|get_filing_events|get_prior_distress_events,0,The company is in severe distress despite appearing liquid on paper. The latest 10-Q (filed 2024-05-13) explicitly states that there is substantial doubt about the company's ability to continue as a going concern and mentions seeking protection by filing a voluntary petition for relief under the Bankruptcy Code. This is further corroborated by two delisting notices (Oct 2023 and Aug 2024) and a late filing notice (Sept 2024). The persistent negative return on assets over five years indicates a failed business model. The explicit mention of seeking bankruptcy protection makes a filing within 12 months nearly certain.,,quick_ratio=2.9763246258038816 | return_on_assets=-0.4267947917296212 | liabilities_to_assets=0.4208921748356467
1613103,2024-10-01,0,,healthy,1.0,2.0,0.02,9,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_prior_distress_events,0,"The company exhibits strong financial health across all key metrics. It has a very low Ohlson O-score, healthy liquidity (quick ratio > 1.5), low leverage (liabilities to assets < 0.45), and strong interest coverage. Furthermore, there are no auditor going-concern doubts, no material weaknesses, and no credit-related filing events or prior distress signals.",,ohlson_o_score=-9.479485882029495 | quick_ratio=1.5495411993697283 | liabilities_to_assets=0.4396594836687745 | interest_coverage=7.154381084840056 | return_on_assets=0.04085306898122937
1656634,2024-10-01,1,9,severe_risk,0.9,88.0,0.88,17,model_finished,1,available_periods|check_going_concern|get_metric|check_threshold|get_metric|get_metric|get_metric|get_filing_events|get_trend|get_trend|check_going_concern|get_metric|get_metric|get_metric|get_metric|get_trend|get_filing_events,0,"The company is in severe distress. The auditor explicitly stated in the 10-Q filed 2024-08-13 that there is 'substantial doubt about the Company's ability to continue as a going concern'. This is compounded by a formal delisting notice (8-K 3.01) filed on 2024-06-25. Financially, the company is experiencing massive operational losses (ROA -77.9%) and cannot cover its interest expenses (Interest Coverage -34.59). While the quick ratio is currently 3.2, the overall trajectory and the explicit warnings from the auditor and exchange indicate a very high probability of bankruptcy or restructuring within the next 12 months.",,interest_coverage=-34.593904856293356 | return_on_assets=-0.7790447153328196 | quick_ratio=3.19817842642379 | liabilities_to_assets=0.7083293487615951
1731289,2024-10-01,1,141,severe_risk,0.9,85.0,0.85,10,model_finished,1,available_periods|check_going_concern|get_metric|get_metric|get_metric|get_metric|get_metric|get_filing_events|get_trend,0,"The company is in severe distress. The most critical signal is the auditor's explicit 'going concern' doubt in the latest 10-Q. This is compounded by an extremely negative Return on Assets (-75.8%), indicating massive losses. Furthermore, the company has received multiple delisting notices and changed its certifying accountant, both of which are classic precursors to financial collapse. While the quick ratio is currently above 1.0, the qualitative signals and the scale of losses suggest that current liquidity is insufficient to offset the structural insolvency and operational failure.",,return_on_assets=-0.757953244952179 | quick_ratio=1.96006997174218 | ohlson_o_score=-3.7712032730192 | liabilities_to_assets=0.4358786907080559
1744489,2024-10-01,0,,elevated_risk,0.6,58.0,0.58,12,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_prior_distress_events|get_trend|get_trend|check_threshold,0,"The company exhibits severe credit distress signals, most notably a deeply negative interest coverage ratio (-6.52), which indicates that operating income is insufficient to cover interest expenses. This operational failure is further evidenced by two material impairment charges reported via 8-K filings within the last 16 months (June 2023 and February 2024). While the quick ratio remains near 1.0 and the auditor has not yet issued a going-concern qualification, the fundamental inability to service debt from operations creates a high probability of distress. The risk is mitigated slightly by current liquidity, but the trend is unsustainable.",Missing total_liabilities and cash_from_operations prevented the calculation of the Ohlson O-Score and liabilities-to-assets ratio.,interest_coverage=-6.519513431322858 | quick_ratio=0.989113330550114 | return_on_assets=0.011450585906148
1772695,2024-10-01,1,250,watch,0.6,24.0,0.24,12,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_metric|get_metric|get_trend|get_trend|get_peer_comparison|check_threshold,0,"The company exhibits clear signs of deteriorating financial health, specifically a sharp decline in liquidity (quick ratio dropped from 1.57 to 0.72 over three periods) and increasing leverage (liabilities to assets rose to 0.81). Negative ROA confirms the company is currently unprofitable. However, the Ohlson O-Score remains strongly negative, and there are no auditor going-concern doubts or credit-related filing events (8-Ks), suggesting that while the trend is negative, the company is not in immediate crisis. The 'watch' signal is appropriate due to the liquidity trend and losses.",Interest coverage was undefined due to missing interest expense data; peer comparison data was unavailable.,quick_ratio=0.7191443012456952 | liabilities_to_assets=0.8122813293500177 | ohlson_o_score=-5.086127600585926 | return_on_assets=-0.03685407536973686
1779020,2024-10-01,1,168,watch,0.8,24.0,0.24,11,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_metric|get_trend|get_trend|get_prior_distress_events|get_peer_comparison,0,"The company exhibits a contradictory financial profile. On one hand, it has very strong liquidity (Quick Ratio of 5.26) and a low Ohlson O-Score, which suggests it is not in immediate danger of insolvency. On the other hand, it is consistently unprofitable (negative ROA and negative interest coverage) and has received two delisting notices in 2024. The delisting notices are a significant red flag for corporate stability, but the substantial cash cushion likely prevents a bankruptcy filing in the next 12 months. The risk is elevated due to operational failure and regulatory issues, but mitigated by liquidity.",,quick_ratio=5.26 | interest_coverage=-13.96 | ohlson_o_score=-5.18 | return_on_assets=-0.22
1804591,2024-10-01,1,174,insufficient_evidence,0.0,,0.5,16,retries_exhausted,0,available_periods|check_going_concern|get_metric|get_metric|get_metric|get_metric|get_metric|get_filing_events|check_going_concern|get_filing_events|get_metric|get_metric|check_going_concern|get_filing_events|get_metric|get_metric,0,failed deterministic checks after 3 attempts: evidence cites 'going_concern_doubt' but no tool call produced it; every figure must come from a tool; evidence cites 'n_events' but no tool call produced it; every figure must come from a tool,failed deterministic checks after 3 attempts: evidence cites 'going_concern_doubt' but no tool call produced it; every figure must come from a tool; evidence cites 'n_events' but no tool call produced it; every figure must come from a tool,
1813914,2024-10-01,1,48,severe_risk,1.0,98.0,0.98,11,model_finished,1,available_periods|check_going_concern|get_metric|get_metric|get_metric|get_filing_events|check_going_concern|get_metric|get_metric|get_filing_events,0,"The company is in severe distress. The auditor explicitly stated in the latest 10-Q (filed 2024-08-09) that the company is likely to restructure under Chapter 11 and that substantial doubt exists regarding its ability to continue as a going concern. This is corroborated by a low quick ratio (0.42), high leverage (liabilities to assets of 0.90), and three significant filing events (two delisting notices and one late 10-K filing) within the last 540 days. Material weaknesses in internal controls were also reported.",,quick_ratio=0.4178281359671112 | liabilities_to_assets=0.9014200201828652
1830210,2024-10-01,1,175,severe_risk,0.9,92.0,0.92,12,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|get_trend|get_trend|check_going_concern|get_filing_events|get_prior_distress_events|get_trend,0,"The company is in severe distress. The most critical evidence is the auditor's 'going concern' doubt expressed in the latest 10-Q filing (August 2024), which explicitly mentions substantial doubt about the company's ability to continue for 12 months. This is compounded by three separate 8-K filings regarding delisting notices between September 2023 and August 2024. Financial metrics show a consistent deterioration: Return on Assets is deeply negative and falling, the Quick Ratio has dropped significantly over four years, and the Liabilities-to-Assets ratio has steadily increased.",,ohlson_o_score=-3.446600167068677 | quick_ratio=1.5330348325487302 | liabilities_to_assets=0.6868476219592087 | return_on_assets=-0.4196765223974029
1835972,2024-10-01,1,83,severe_risk,0.9,92.0,0.92,9,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_metric|get_trend|get_trend,0,"The company is in severe financial and operational distress. It is technically insolvent, with liabilities exceeding assets (liabilities_to_assets of 1.20), a catastrophic increase from 0.04 in the prior year. It cannot service its debt, as shown by a deeply negative interest coverage ratio (-61.38). Furthermore, the company's administrative stability has collapsed, evidenced by 7 critical filing events including delisting notices, a change in certifying accountant, non-reliance on previous financial statements, and repeated late filings. These factors, combined with a material weakness in internal controls, indicate a very high likelihood of bankruptcy or restructuring within the next 12 months.",,liabilities_to_assets=1.20111848539228 | interest_coverage=-61.3804693092341 | ohlson_o_score=-3.373150900545742
1850838,2024-10-01,1,132,severe_risk,0.9,82.0,0.82,11,model_finished,1,available_periods|check_going_concern|get_metric|check_threshold|get_metric|get_trend|get_metric|get_metric|get_metric|get_filing_events|get_prior_distress_events,0,"The company is in a critical financial state. The auditor has explicitly issued a going concern doubt, citing substantial doubt about the company's ability to continue as a going concern due to obstacles in raising funds. This is supported by severe operational distress: a return on assets of -47.67% and an interest coverage ratio of -55.67, indicating that the company cannot service its debt from its operations. While the quick ratio of 3.35 suggests a current cash cushion, the downward trend and the auditor's warning indicate this is a finite runway rather than a sign of stability.",,return_on_assets=-0.4767 | interest_coverage=-55.67 | quick_ratio=3.35 | liabilities_to_assets=0.716
1893311,2024-10-01,1,348,severe_risk,1.0,98.0,0.98,7,model_finished,1,available_periods|check_going_concern|get_metric|get_metric|get_metric|get_metric|get_filing_events,0,"The company is in severe financial distress. It is technically insolvent with a liabilities-to-assets ratio of 1.01. The auditor has explicitly expressed substantial doubt about the company's ability to continue as a going concern and identified material weaknesses in internal controls. Furthermore, the company has a history of severe reporting failures, including multiple delisting notices, late filings, and a non-reliance notice on previous financial statements. The Ohlson O-Score of -3.19 further supports a high probability of bankruptcy.",,liabilities_to_assets=1.0123453293342 | quick_ratio=0.59533934652209 | ohlson_o_score=-3.19352657452969
10795,2025-01-01,0,,healthy,0.9,7.0,0.07,12,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_trend|get_trend|get_trend|get_metric|get_line_item|get_line_item,0,"The company shows no signs of imminent credit distress. There are no auditor going-concern doubts, no material weaknesses, and no credit-related 8-K filings in the lookback period. While the quick ratio is below 1.0 (0.74), the interest coverage ratio is strong (4.54x) and the return on assets is positive and stable. The lack of total liabilities tagging prevents a leverage ratio calculation, but the interest coverage provides a reliable proxy for solvency.",,quick_ratio=0.7397275569450648 | interest_coverage=4.5397727272727275 | return_on_assets=0.02976294382571658
50863,2025-01-01,0,,elevated_risk,0.6,52.0,0.52,12,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_metric|get_metric|get_trend|get_peer_comparison|check_threshold|get_prior_distress_events,0,"The company is experiencing a catastrophic collapse in its ability to service debt from operating income, with the interest coverage ratio falling from 45.06 to 0.11 over the last five years. An interest coverage ratio of 0.11 indicates that operating income covers only a small fraction of interest expenses, a state that is fundamentally unsustainable. While the company currently maintains a healthy quick ratio (1.15) and has not received a going-concern qualification from auditors, the trend in earnings relative to debt service is a severe distress signal. The lack of total liabilities data prevented the calculation of the Ohlson O-Score and leverage ratios, but the interest coverage trend is sufficient to elevate the risk profile significantly.",Missing total_liabilities line item prevented calculation of liabilities_to_assets and ohlson_o_score.,interest_coverage=0.10592255125284739 | quick_ratio=1.1457598117848358 | return_on_assets=0.008816528511473493
105319,2025-01-01,1,125,elevated_risk,0.9,72.0,0.72,12,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_metric|get_trend|get_trend|get_metric|get_peer_comparison|get_prior_distress_events,0,"The company is in a state of technical insolvency with a liabilities-to-assets ratio of 1.775, indicating that its total obligations far exceed its total assets. This is compounded by a critically low interest coverage ratio (0.23), meaning the company is barely generating enough operating income to pay its interest expenses. The trend for both leverage and interest coverage has deteriorated significantly over the last few years. While the auditor has not yet issued a going-concern qualification and there are no recent 8-K credit events, the fundamental balance sheet and income statement metrics are indicative of severe distress.",,liabilities_to_assets=1.775021129700722 | interest_coverage=0.2328949975493519 | return_on_assets=-0.1143091351588037 | quick_ratio=0.8731833623735776
109198,2025-01-01,0,,healthy,0.6,7.0,0.07,12,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_line_item|get_metric|get_metric|check_going_concern|get_filing_events|get_trend|get_trend|get_peer_comparison,0,"The company exhibits strong financial health characterized by a robust and improving Return on Assets (15%) and a clean auditor's report with no going-concern doubts or material weaknesses. There are no recent credit-related filing events (e.g., covenant breaches or delisting notices). While the quick ratio is below 1.0, it has remained stable, and the overall profitability profile suggests a very low risk of bankruptcy within the next 12 months.","Total liabilities were not tagged in the latest filings, preventing the calculation of the Ohlson O-Score and Liabilities-to-Assets ratio.",return_on_assets=0.1504 | quick_ratio=0.6409
200406,2025-01-01,0,,healthy,1.0,2.0,0.02,10,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_trend|get_trend,0,"The company exhibits strong financial health across multiple dimensions. The Ohlson O-score is deeply negative, indicating a very low probability of distress. Return on Assets (ROA) is high (21%) and has shown a strong upward trend over the last three periods. Liquidity is stable with a quick ratio around 0.91, and leverage is moderate (liabilities to assets of 0.59). Furthermore, there are no auditor going-concern doubts, no material weaknesses, and no credit-related filing events (8-Ks) in the lookback period.",,ohlson_o_score=-9.368 | return_on_assets=0.21 | liabilities_to_assets=0.59 | quick_ratio=0.91
318154,2025-01-01,0,,healthy,0.6,8.0,0.08,12,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_metric|get_metric|get_trend|get_trend|get_peer_comparison|check_threshold,0,"The company exhibits strong liquidity with a quick ratio above 1.0 and maintains profitability with a positive return on assets. Interest coverage is sufficient to service debt, and there are no auditor going-concern warnings or recent credit-related filing events. While total liabilities were not available to calculate leverage ratios (like liabilities-to-assets), the available liquidity and earnings metrics suggest a low risk of bankruptcy.","Total liabilities were missing from the data, preventing the calculation of the O-score and debt-to-asset ratios.",quick_ratio=1.1316876903001305 | interest_coverage=2.746782608695652 | return_on_assets=0.06913765773925933
719955,2025-01-01,0,,healthy,1.0,3.0,0.03,10,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_trend|get_trend,0,"The company exhibits strong financial health. It has a very low Ohlson O-score, high return on assets (18%), and improving liquidity (quick ratio increasing to 0.78). There are no going concern doubts, no material weaknesses, and no credit-related filing events in the last 540 days. Leverage is moderate.",,ohlson_o_score=-8.369140685104789 | return_on_assets=0.18009924248342862 | quick_ratio=0.7836070020182788 | liabilities_to_assets=0.5965029615734986
720154,2025-01-01,0,,severe_risk,0.9,82.0,0.82,11,model_finished,1,available_periods|check_going_concern|get_metric|get_metric|get_metric|get_metric|get_metric|get_filing_events|get_trend|get_trend|get_prior_distress_events,0,"The company is in severe financial distress. The auditor explicitly stated substantial doubt about the company's ability to continue as a going concern in the latest 10-K, and identified material weaknesses in internal control over financial reporting. This is corroborated by a negative interest coverage ratio and negative return on assets, showing the company cannot service its debt or generate profit from its operations. The Ohlson O-score is also significantly negative, further signaling distress. While the quick ratio suggests some remaining short-term liquidity, the combination of operational failure and the auditor's warning makes a bankruptcy filing highly likely within the next year.",,ohlson_o_score=-4.3234655067468335 | interest_coverage=-1.842974148963399 | return_on_assets=-0.13878988073374535 | quick_ratio=1.2200735874733288 | liabilities_to_assets=0.781785883861621
748790,2025-01-01,1,107,severe_risk,1.0,95.0,0.95,13,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_trend|get_trend|get_metric|get_metric|get_metric|check_going_concern,0,"The company is in a state of severe financial distress. It has almost no liquidity (Quick Ratio 0.03), is nearly fully leveraged (Liabilities/Assets 0.99), and is unable to cover its interest payments from operations (Interest Coverage -22.63). Most critically, the company's own latest 10-Q filing (November 2024) contains an explicit 'going concern' warning, stating there is substantial doubt about its ability to continue for at least one year. This is further supported by late filing notices and material weaknesses in internal controls. The risk of bankruptcy within the next 12 months is extremely high.",,quick_ratio=0.0318 | liabilities_to_assets=0.9929 | interest_coverage=-22.63
797468,2025-01-01,0,,healthy,0.9,7.0,0.07,12,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|get_line_item|get_line_item|get_line_item|get_line_item|get_line_item|check_going_concern,0,"The company exhibits strong financial health. It has a very low leverage ratio (estimated total liabilities of ~$27.6B against $74B in assets), positive return on assets, and no auditor-flagged going concern doubts or material weaknesses. While the quick ratio is below 1.0, the overall balance sheet strength and profitability make the risk of bankruptcy within the next 12 months extremely low.",,quick_ratio=0.6944687363358111 | return_on_assets=0.0634525997189493 | total_assets=74008000000.0 | current_liabilities=9148000000.0 | long_term_debt=18536000000.0
882095,2025-01-01,0,,healthy,1.0,2.0,0.02,11,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_line_item|get_metric|get_metric|check_going_concern|get_filing_events|get_prior_distress_events|get_trend,0,"The company exhibits strong financial health across multiple dimensions. Liquidity is solid (Quick Ratio > 1.2), debt service capacity is high (Interest Coverage > 8), and it is consistently profitable (ROA ~ 9%). There are no auditor going-concern warnings, no material weaknesses, and no credit-related filing events (8-Ks) in the lookback period. While total_liabilities was not tagged, other liability-based metrics were available and healthy.",,quick_ratio=1.2675531914893616 | interest_coverage=8.05614406779661 | return_on_assets=0.0911871227364185
895419,2025-01-01,1,180,watch,0.6,32.0,0.32,12,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_trend|get_trend|check_going_concern|get_filing_events|get_metric|get_line_item|get_line_item,0,"The company is in a precarious long-term position characterized by chronic losses (negative ROA for 5 years) and an inability to cover interest expenses from operations. However, the immediate risk of bankruptcy is low due to a very strong liquidity position (quick ratio of 3.85), which provides a significant cushion. The absence of auditor going-concern doubts and the lack of recent credit-related filing events further support a 'watch' status rather than immediate distress. The improving trend in interest coverage indicates a reduction in the severity of its operating deficit.","Total liabilities were not tagged in the latest filing, preventing the calculation of the Ohlson O-Score and liabilities-to-assets ratio.",quick_ratio=3.8462347813016686 | return_on_assets=-0.10823334919720462 | interest_coverage=-1.8079577750710516
1018724,2025-01-01,0,,healthy,0.9,2.0,0.02,12,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_line_item|get_line_item|get_line_item|get_line_item|get_line_item|get_line_item|get_metric|get_metric,0,"The company exhibits strong financial health with a robust return on assets (8.53%) and a massive asset base of over $584 billion. While the quick ratio is slightly below 1.0 (0.865), this is common for large-scale operations and is not a sign of distress given the overall profitability and low estimated leverage (total liabilities to assets is likely well under 50%). There are no indicators of imminent bankruptcy.",,return_on_assets=0.0853 | quick_ratio=0.865 | total_assets=584626000000.0
1101680,2025-01-01,1,72,severe_risk,0.95,92.0,0.92,9,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_metric|get_trend|get_metric,0,"The company is in severe financial and operational distress. The balance sheet has deteriorated rapidly, with liabilities now covering 91% of assets (up from 49% in 2021). Profitability is nonexistent, with an ROA of -54%. Most critically, the company's governance has collapsed, as evidenced by 15 critical filing events in the last 540 days, including multiple delisting notices, repeated late filings, changes in auditors, and a formal notice of non-reliance on previous financial statements. Combined with a material weakness in internal controls, the probability of a bankruptcy filing within 12 months is extremely high.",,liabilities_to_assets=0.9095 | return_on_assets=-0.5422 | ohlson_o_score=-1.5984
1133421,2025-01-01,0,,healthy,0.9,8.0,0.08,12,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_metric|get_metric|get_trend|get_trend|get_peer_comparison|get_trend,0,"The company is in a healthy financial position with no immediate signs of credit distress. It maintains a quick ratio above 1.0 and an interest coverage ratio well above the danger zone (4.66). There are no auditor going-concern doubts, no material weaknesses, and no recent 8-K credit events. While there is a clear deteriorating trend in profitability (ROA) and interest coverage over the last three years, the current absolute levels remain robust enough to make a bankruptcy filing within the next 12 months highly unlikely.",,quick_ratio=1.054848434098141 | interest_coverage=4.655045871559633 | ohlson_o_score=-7.307621701543133 | return_on_assets=0.04417325541423169
1159167,2025-01-01,1,347,severe_risk,0.9,85.0,0.85,11,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|get_metric|get_trend|get_trend|check_going_concern|get_filing_events|get_prior_distress_events,0,"The company is in severe financial distress. Fundamental profitability has collapsed, with ROA falling to -41.5% and interest coverage becoming deeply negative (-24.9), meaning it cannot service its debt from operating income. Most critically, the latest 10-Q contains an explicit going concern doubt, and an 8-K filing from January 2024 reported a covenant breach (code 2.04). These qualitative signals, combined with the deteriorating numeric metrics, indicate a very high risk of bankruptcy.",,return_on_assets=-0.415307115461675 | interest_coverage=-24.91320754716981 | ohlson_o_score=-3.8375414144550097 | liabilities_to_assets=0.7321963532679658
1162461,2025-01-01,1,63,severe_risk,1.0,95.0,0.95,7,model_finished,1,available_periods|check_going_concern|get_metric|get_metric|get_filing_events|get_metric|get_metric,0,"The company is in severe financial distress. It is balance-sheet insolvent with a liabilities-to-assets ratio of 1.50 and cannot cover its interest expenses (interest coverage of -13.26). The auditor has explicitly issued a going-concern doubt, stating substantial doubt about the company's ability to continue for one year. Furthermore, the company has a history of reporting failures, including material weaknesses in internal controls, non-reliance on previous financial statements, multiple late filings, and two recent delisting notices. These factors combined indicate a very high probability of bankruptcy.",,liabilities_to_assets=1.4962011718467993 | interest_coverage=-13.262308998302208 | ohlson_o_score=-0.6880752544122387
1177394,2025-01-01,0,,healthy,0.9,5.0,0.05,11,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_metric|get_metric|get_trend|get_trend|get_peer_comparison,0,"The company shows no signs of credit distress. There are no auditor going-concern doubts, no material weaknesses, and no credit-related filing events (8-Ks). The Ohlson O-Score is strongly negative, which is a strong indicator of stability. Liquidity (quick ratio) and leverage (liabilities to assets) have remained stable over the last three years, and the company is profitable (positive ROA). The absence of interest expense suggests low debt service pressure.",,ohlson_o_score=-7.0397 | quick_ratio=0.7729 | liabilities_to_assets=0.7218 | return_on_assets=0.0213
1220754,2025-01-01,1,231,severe_risk,0.9,85.0,0.85,11,model_finished,1,available_periods|check_going_concern|get_metric|check_threshold|get_metric|get_metric|get_metric|get_filing_events|get_trend|get_trend,0,"The company is in severe financial distress. The most critical signal is the auditor's explicit 'going concern' doubt in the latest 10-Q (Nov 2024), which directly indicates a high risk of failure within one year. This is corroborated by a deteriorating balance sheet (liabilities to assets reaching 0.91) and a sharp decline in profitability (ROA dropping to -11.6%). Material weaknesses in internal controls further increase the risk profile.",,liabilities_to_assets=0.9116 | return_on_assets=-0.1157 | quick_ratio=0.7781
1324424,2025-01-01,0,,healthy,0.9,15.0,0.15,12,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_line_item|get_line_item|get_line_item|get_line_item|get_line_item|get_metric|get_metric|check_going_concern,0,"The company is in a healthy financial position. It maintains a strong interest coverage ratio of 4.22 and a positive return on assets of 3.68%. While the quick ratio of 0.78 is below 1.0, it does not indicate immediate distress given the profitability and debt service capacity. Furthermore, the latest 10-Q filing contains no auditor doubts regarding the company's ability to continue as a going concern and no material weaknesses in internal controls.",,quick_ratio=0.7833319188661632 | interest_coverage=4.216326530612245 | return_on_assets=0.036826540985121524
1333986,2025-01-01,0,,elevated_risk,0.8,45.0,0.45,12,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_metric|get_metric|get_trend|get_peer_comparison|check_threshold|get_line_item,0,"The company is operating with an extremely thin equity cushion, as liabilities account for over 98% of its assets. This leverage has trended upwards over the last five years. While the auditor has not issued a going-concern qualification and there are no recent credit-related 8-K filings, the lack of a safety margin makes the company highly vulnerable to any financial shock. The inability to compute the quick ratio and O-score due to missing line items further obscures the liquidity position, but the solvency risk is evident.",,liabilities_to_assets=0.9813665493797279 | return_on_assets=0.004703519330669692
1402057,2025-01-01,0,,healthy,0.9,5.0,0.05,10,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_metric|check_going_concern|get_filing_events|get_trend|get_trend|get_peer_comparison,0,"The company exhibits strong and stable financial health. The quick ratio is consistently above 1.0, indicating sufficient liquidity to cover short-term obligations. Return on assets has remained positive and stable (around 8%) for the past five years. There are no auditor going-concern warnings, no material weaknesses, and no credit-related filing events (8-Ks) in the lookback period. While some metrics like the Ohlson O-Score and interest coverage were unavailable due to missing line items (total liabilities and interest expense), the available liquidity and profitability metrics strongly suggest a low risk of bankruptcy.",,quick_ratio=1.109316427783903 | return_on_assets=0.08312632672417687
1415404,2025-01-01,0,,watch,0.8,25.0,0.25,11,model_finished,1,available_periods|get_metric|get_metric|get_metric|get_trend|check_going_concern|get_filing_events|get_metric|get_metric|get_peer_comparison|get_metric,0,"The company shows significant fundamental weakness, including negative interest coverage, negative ROA, and low liquidity (current and quick ratios < 1). However, a critical finding is that while a 'going concern' doubt existed, the most recent 10-Q (filed Nov 12, 2024) explicitly states that 'substantial doubt no longer exists' due to recent transactions. This indicates that the company has secured the necessary liquidity or restructuring to avoid immediate bankruptcy. The Ohlson O-score also remains low. While the company is not 'healthy' due to its poor fundamentals, the immediate risk of a bankruptcy filing within 12 months has been significantly mitigated.",,ohlson_o_score=-6.8534 | interest_coverage=-3.0757 | quick_ratio=0.5271 | current_ratio=0.61 | return_on_assets=-0.0286
1455684,2025-01-01,1,222,severe_risk,0.6,78.0,0.78,12,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_trend|get_trend|get_metric|get_metric|get_peer_comparison|get_prior_distress_events,0,"The company is technically insolvent with a liabilities-to-assets ratio of 1.15 and is experiencing severe operating distress, evidenced by a deeply negative interest coverage ratio (-13.5) and a negative ROA (-25%). The Ohlson O-score (-3.28) further indicates a high probability of distress. Two material impairment events in the last 18 months signal deteriorating asset values. While the quick ratio (1.28) suggests immediate liquidity is available and the auditor has not yet issued a going-concern qualification, the fundamental balance sheet insolvency and lack of earnings make the risk of a bankruptcy petition within 12 months very high.",The absence of a going-concern doubt in the latest 10-Q despite technical insolvency suggests the company may have undisclosed funding arrangements or a restructuring plan not yet reflected in the ratios.,liabilities_to_assets=1.15210426823202 | interest_coverage=-13.5066875825627 | ohlson_o_score=-3.28183539293928 | quick_ratio=1.27750562210646
1456772,2025-01-01,1,302,severe_risk,0.9,95.0,0.95,10,model_finished,1,available_periods|check_going_concern|get_filing_events|get_metric|get_metric|get_metric|get_metric|get_metric|get_trend,0,"The company's 10-Q filed on 2024-10-30 contains an explicit going concern warning, stating there is substantial doubt about its ability to continue for one year and that it may consider reorganization in a bankruptcy court. This is supported by a deteriorating liabilities-to-assets ratio (0.685) and negative return on assets (-1.74%). The absence of standard liquidity metrics (quick ratio) further suggests financial instability.",,liabilities_to_assets=0.6852673743110017 | return_on_assets=-0.017402947462558924
